Date,Document,Supplier Name,Payment Ref #Invoice number,Description,Debit (Amount Owed),Credit (Payments/Credit Notes Applied)
10/8/2024,Payment,Engen,PAY_PINV2233,Payment for PINV2233,,19500.0
10/8/2024,Invoice,Total,PINV2459,Diesel Delivery,19050.0,
10/8/2024,Payment,Engen,PAY_PINV2459,Payment for PINV2459,,19050.0
10/8/2024,Invoice,Total,PINV2052,Gasoline Delivery,37200.0,
10/8/2024,Payment,Engen,PAY_PINV2052,Payment for PINV2052,,37200.0
10/8/2024,Invoice,Total,PINV2254,Gasoline Delivery,19500.0,
10/8/2024,Payment,Engen,PAY_PINV2254,Payment for PINV2254,,19500.0
10/8/2024,Invoice,Total,PINV2480,Gasoline Delivery,22000.0,
10/8/2024,Payment,Engen,PAY_PINV2480,Payment for PINV2480,,22000.0
10/8/2024,Invoice,Total,PINV2413,Diesel Delivery,31500.0,
10/8/2024,Payment,Engen,PAY_PINV2413,Payment for PINV2413,,31500.0
10/8/2024,Invoice,Total,PINV2458,Diesel Delivery,23600.0,
10/8/2024,Payment,Engen,PAY_PINV2458,Payment for PINV2458,,23600.0
10/9/2024,Invoice,Total,PINV2121,Gasoline Delivery,29500.0,
10/9/2024,Payment,Engen,PAY_PINV2121,Payment for PINV2121,,29500.0
10/9/2024,Invoice,Total,PINV2233,Gasoline Delivery,38100.0,
10/9/2024,Payment,Engen,PAY_PINV2233,Payment for PINV2233,,38100.0
10/9/2024,Invoice,Total,PINV2405,Diesel Delivery,22400.0,
10/9/2024,Payment,Engen,PAY_PINV2405,Payment for PINV2405,,22400.0
10/9/2024,Invoice,Total,PINV2105,Gasoline Delivery,19500.0,
10/9/2024,Payment,Engen,PAY_PINV2105,Payment for PINV2105,,19500.0
10/9/2024,Invoice,Total,PINV2183,Diesel Delivery,24200.0,
10/9/2024,Payment,Engen,PAY_PINV2183,Payment for PINV2183,,24200.0
10/9/2024,Invoice,Total,PINV2095,Gasoline Delivery,19500.0,
10/9/2024,Payment,Engen,PAY_PINV2095,Payment for PINV2095,,19500.0
10/9/2024,Invoice,Total,PINV2160,Gasoline Delivery,32750.0,
10/9/2024,Payment,Engen,PAY_PINV2160,Payment for PINV2160,,32750.0
10/10/2024,Invoice,Total,PINV2115,Gasoline Delivery,17400.0,
10/10/2024,Payment,Engen,PAY_PINV2115,Payment for PINV2115,,17400.0
10/10/2024,Invoice,Total,PINV2211,Gasoline Delivery,17700.0,
10/10/2024,Payment,Engen,PAY_PINV2211,Payment for PINV2211,,17700.0
10/10/2024,Invoice,Total,PINV2318,Diesel Delivery,35100.0,
10/10/2024,Payment,Engen,PAY_PINV2318,Payment for PINV2318,,35100.0
10/10/2024,Invoice,Total,PINV2031,Gasoline Delivery,18750.0,
10/10/2024,Payment,Engen,PAY_PINV2031,Payment for PINV2031,,18750.0
10/10/2024,Invoice,Total,PINV2526,Gasoline Delivery,20100.0,
10/10/2024,Payment,Engen,PAY_PINV2526,Payment for PINV2526,,20100.0
10/10/2024,Invoice,Total,PINV2229,Diesel Delivery,29000.0,
10/10/2024,Payment,Engen,PAY_PINV2229,Payment for PINV2229,,29000.0
10/10/2024,Invoice,Total,PINV2050,Diesel Delivery,36000.0,
10/10/2024,Payment,Engen,PAY_PINV2050,Payment for PINV2050,,36000.0
10/11/2024,Invoice,Total,PINV2309,Diesel Delivery,37800.0,
10/11/2024,Payment,Engen,PAY_PINV2309,Payment for PINV2309,,37800.0
10/11/2024,Invoice,Total,PINV2260,Diesel Delivery,35400.0,
10/11/2024,Payment,Engen,PAY_PINV2260,Payment for PINV2260,,35400.0
10/11/2024,Invoice,Total,PINV2215,Diesel Delivery,17700.0,
10/11/2024,Payment,Engen,PAY_PINV2215,Payment for PINV2215,,17700.0
10/11/2024,Invoice,Total,PINV2235,Gasoline Delivery,17700.0,
10/11/2024,Payment,Engen,PAY_PINV2235,Payment for PINV2235,,17700.0
10/12/2024,Invoice,Total,PINV2475,Gasoline Delivery,20100.0,
10/12/2024,Payment,Engen,PAY_PINV2475,Payment for PINV2475,,20100.0
10/12/2024,Invoice,Total,PINV2171,Diesel Delivery,25200.0,
10/12/2024,Payment,Engen,PAY_PINV2171,Payment for PINV2171,,25200.0
10/12/2024,Invoice,Total,PINV2337,Diesel Delivery,35700.0,
10/12/2024,Payment,Engen,PAY_PINV2337,Payment for PINV2337,,35700.0
10/12/2024,Invoice,Total,PINV2432,Diesel Delivery,18000.0,
10/12/2024,Payment,Engen,PAY_PINV2432,Payment for PINV2432,,18000.0
10/12/2024,Invoice,Total,PINV2373,Diesel Delivery,36000.0,
10/12/2024,Payment,Engen,PAY_PINV2373,Payment for PINV2373,,36000.0
10/12/2024,Invoice,Total,PINV2422,Gasoline Delivery,34200.0,
10/12/2024,Payment,Engen,PAY_PINV2422,Payment for PINV2422,,34200.0
10/12/2024,Invoice,Total,PINV2406,Gasoline Delivery,25200.0,
10/12/2024,Payment,Engen,PAY_PINV2406,Payment for PINV2406,,25200.0
10/12/2024,Invoice,Total,PINV2353,Diesel Delivery,28250.0,
10/12/2024,Payment,Engen,PAY_PINV2353,Payment for PINV2353,,28250.0
10/12/2024,Invoice,Total,PINV2360,Diesel Delivery,32500.0,
10/12/2024,Payment,Engen,PAY_PINV2360,Payment for PINV2360,,32500.0
10/12/2024,Invoice,Total,PINV2365,Diesel Delivery,26500.0,
10/12/2024,Payment,Engen,PAY_PINV2365,Payment for PINV2365,,26500.0
10/13/2024,Invoice,Total,PINV2409,Diesel Delivery,17550.0,
10/13/2024,Payment,Engen,PAY_PINV2409,Payment for PINV2409,,17550.0
10/13/2024,Invoice,Total,PINV2004,Gasoline Delivery,19800.0,
10/13/2024,Payment,Engen,PAY_PINV2004,Payment for PINV2004,,19800.0
10/13/2024,Invoice,Total,PINV2423,Diesel Delivery,31750.0,
10/13/2024,Payment,Engen,PAY_PINV2423,Payment for PINV2423,,31750.0
10/13/2024,Invoice,Total,PINV2076,Diesel Delivery,28250.0,
10/13/2024,Payment,Engen,PAY_PINV2076,Payment for PINV2076,,28250.0
10/13/2024,Invoice,Total,PINV2001,Diesel Delivery,23000.0,
10/13/2024,Payment,Engen,PAY_PINV2001,Payment for PINV2001,,23000.0
10/13/2024,Invoice,Total,PINV2551,Gasoline Delivery,34500.0,
10/13/2024,Payment,Engen,PAY_PINV2551,Payment for PINV2551,,34500.0
10/13/2024,Invoice,Total,PINV2324,Gasoline Delivery,37800.0,
10/13/2024,Payment,Engen,PAY_PINV2324,Payment for PINV2324,,37800.0
10/14/2024,Invoice,Total,PINV2230,Gasoline Delivery,20100.0,
10/14/2024,Payment,Engen,PAY_PINV2230,Payment for PINV2230,,20100.0
10/14/2024,Invoice,Total,PINV2089,Diesel Delivery,21400.0,
10/14/2024,Payment,Engen,PAY_PINV2089,Payment for PINV2089,,21400.0
10/14/2024,Invoice,Total,PINV2175,Gasoline Delivery,27000.0,
10/14/2024,Payment,Engen,PAY_PINV2175,Payment for PINV2175,,27000.0
10/14/2024,Invoice,Total,PINV2136,Diesel Delivery,38700.0,
10/14/2024,Payment,Engen,PAY_PINV2136,Payment for PINV2136,,38700.0
10/14/2024,Invoice,Total,PINV2137,Gasoline Delivery,24400.0,
10/14/2024,Payment,Engen,PAY_PINV2137,Payment for PINV2137,,24400.0
10/14/2024,Invoice,Total,PINV2008,Diesel Delivery,27500.0,
10/14/2024,Payment,Engen,PAY_PINV2008,Payment for PINV2008,,27500.0
10/15/2024,Invoice,Total,PINV2090,Diesel Delivery,28000.0,
10/15/2024,Payment,Engen,PAY_PINV2090,Payment for PINV2090,,28000.0
10/15/2024,Invoice,Total,PINV2261,Diesel Delivery,25200.0,
10/15/2024,Payment,Engen,PAY_PINV2261,Payment for PINV2261,,25200.0
10/15/2024,Invoice,Total,PINV2057,Diesel Delivery,27500.0,
10/15/2024,Payment,Engen,PAY_PINV2057,Payment for PINV2057,,27500.0
10/16/2024,Invoice,Total,PINV2440,Gasoline Delivery,19950.0,
10/16/2024,Payment,Engen,PAY_PINV2440,Payment for PINV2440,,19950.0
10/16/2024,Invoice,Total,PINV2204,Diesel Delivery,37200.0,
10/16/2024,Payment,Engen,PAY_PINV2204,Payment for PINV2204,,37200.0
10/16/2024,Invoice,Total,PINV2051,Gasoline Delivery,19050.0,
10/16/2024,Payment,Engen,PAY_PINV2051,Payment for PINV2051,,19050.0
10/16/2024,Invoice,Total,PINV2515,Gasoline Delivery,19050.0,
10/16/2024,Payment,Engen,PAY_PINV2515,Payment for PINV2515,,19050.0
10/16/2024,Invoice,Total,PINV2122,Diesel Delivery,26500.0,
10/16/2024,Payment,Engen,PAY_PINV2122,Payment for PINV2122,,26500.0
10/16/2024,Invoice,Total,PINV2245,Diesel Delivery,28500.0,
10/16/2024,Payment,Engen,PAY_PINV2245,Payment for PINV2245,,28500.0
10/17/2024,Invoice,Total,PINV2221,Gasoline Delivery,31500.0,
10/17/2024,Payment,Engen,PAY_PINV2221,Payment for PINV2221,,31500.0
10/17/2024,Invoice,Total,PINV2063,Gasoline Delivery,31250.0,
10/17/2024,Payment,Engen,PAY_PINV2063,Payment for PINV2063,,31250.0
10/17/2024,Invoice,Total,PINV2501,Gasoline Delivery,22400.0,
10/17/2024,Payment,Engen,PAY_PINV2501,Payment for PINV2501,,22400.0
10/17/2024,Invoice,Total,PINV2153,Diesel Delivery,23000.0,
10/17/2024,Payment,Engen,PAY_PINV2153,Payment for PINV2153,,23000.0
10/17/2024,Invoice,Total,PINV2002,Diesel Delivery,21600.0,
10/17/2024,Payment,Engen,PAY_PINV2002,Payment for PINV2002,,21600.0
10/17/2024,Invoice,Total,PINV2330,Diesel Delivery,34500.0,
10/17/2024,Payment,Engen,PAY_PINV2330,Payment for PINV2330,,34500.0
10/18/2024,Invoice,Total,PINV2158,Diesel Delivery,18900.0,
10/18/2024,Payment,Engen,PAY_PINV2158,Payment for PINV2158,,18900.0
10/18/2024,Invoice,Total,PINV2214,Diesel Delivery,22000.0,
10/18/2024,Payment,Engen,PAY_PINV2214,Payment for PINV2214,,22000.0
10/18/2024,Invoice,Total,PINV2253,Gasoline Delivery,27000.0,
10/18/2024,Payment,Engen,PAY_PINV2253,Payment for PINV2253,,27000.0
10/19/2024,Invoice,Total,PINV2409,Gasoline Delivery,19800.0,
10/19/2024,Payment,Engen,PAY_PINV2409,Payment for PINV2409,,19800.0
10/19/2024,Invoice,Total,PINV2265,Diesel Delivery,27250.0,
10/19/2024,Payment,Engen,PAY_PINV2265,Payment for PINV2265,,27250.0
10/19/2024,Invoice,Total,PINV2445,Diesel Delivery,19350.0,
10/19/2024,Payment,Engen,PAY_PINV2445,Payment for PINV2445,,19350.0
10/19/2024,Invoice,Total,PINV2032,Gasoline Delivery,23000.0,
10/19/2024,Payment,Engen,PAY_PINV2032,Payment for PINV2032,,23000.0
10/20/2024,Invoice,Total,PINV2129,Diesel Delivery,32000.0,
10/20/2024,Payment,Engen,PAY_PINV2129,Payment for PINV2129,,32000.0
10/20/2024,Invoice,Total,PINV2481,Gasoline Delivery,28750.0,
10/20/2024,Payment,Engen,PAY_PINV2481,Payment for PINV2481,,28750.0
10/20/2024,Invoice,Total,PINV2292,Gasoline Delivery,38100.0,
10/20/2024,Payment,Engen,PAY_PINV2292,Payment for PINV2292,,38100.0
10/20/2024,Invoice,Total,PINV2082,Diesel Delivery,37200.0,
10/20/2024,Payment,Engen,PAY_PINV2082,Payment for PINV2082,,37200.0
10/21/2024,Invoice,Total,PINV2489,Gasoline Delivery,33000.0,
10/21/2024,Payment,Engen,PAY_PINV2489,Payment for PINV2489,,33000.0
10/21/2024,Invoice,Total,PINV2410,Gasoline Delivery,38400.0,
10/21/2024,Payment,Engen,PAY_PINV2410,Payment for PINV2410,,38400.0
10/21/2024,Invoice,Total,PINV2273,Diesel Delivery,36900.0,
10/21/2024,Payment,Engen,PAY_PINV2273,Payment for PINV2273,,36900.0
10/21/2024,Invoice,Total,PINV2176,Diesel Delivery,35100.0,
10/21/2024,Payment,Engen,PAY_PINV2176,Payment for PINV2176,,35100.0
10/21/2024,Invoice,Total,PINV2224,Gasoline Delivery,35100.0,
10/21/2024,Payment,Engen,PAY_PINV2224,Payment for PINV2224,,35100.0
10/21/2024,Invoice,Total,PINV2083,Gasoline Delivery,26200.0,
10/21/2024,Payment,Engen,PAY_PINV2083,Payment for PINV2083,,26200.0
10/21/2024,Invoice,Total,PINV2044,Diesel Delivery,36000.0,
10/21/2024,Payment,Engen,PAY_PINV2044,Payment for PINV2044,,36000.0
10/21/2024,Invoice,Total,PINV2467,Gasoline Delivery,17550.0,
10/21/2024,Payment,Engen,PAY_PINV2467,Payment for PINV2467,,17550.0
10/22/2024,Invoice,Total,PINV2269,Diesel Delivery,31250.0,
10/22/2024,Payment,Engen,PAY_PINV2269,Payment for PINV2269,,31250.0
10/22/2024,Invoice,Total,PINV2495,Gasoline Delivery,37200.0,
10/22/2024,Payment,Engen,PAY_PINV2495,Payment for PINV2495,,37200.0
10/22/2024,Invoice,Total,PINV2043,Diesel Delivery,23200.0,
10/22/2024,Payment,Engen,PAY_PINV2043,Payment for PINV2043,,23200.0
10/22/2024,Invoice,Total,PINV2373,Gasoline Delivery,35400.0,
10/22/2024,Payment,Engen,PAY_PINV2373,Payment for PINV2373,,35400.0
10/22/2024,Invoice,Total,PINV2079,Gasoline Delivery,30750.0,
10/22/2024,Payment,Engen,PAY_PINV2079,Payment for PINV2079,,30750.0
10/23/2024,Invoice,Total,PINV2430,Gasoline Delivery,33250.0,
10/23/2024,Payment,Engen,PAY_PINV2430,Payment for PINV2430,,33250.0
10/23/2024,Invoice,Total,PINV2294,Diesel Delivery,25400.0,
10/23/2024,Payment,Engen,PAY_PINV2294,Payment for PINV2294,,25400.0
10/23/2024,Invoice,Total,PINV2435,Diesel Delivery,31750.0,
10/23/2024,Payment,Engen,PAY_PINV2435,Payment for PINV2435,,31750.0
10/23/2024,Invoice,Total,PINV2261,Gasoline Delivery,31500.0,
10/23/2024,Payment,Engen,PAY_PINV2261,Payment for PINV2261,,31500.0
10/23/2024,Invoice,Total,PINV2239,Diesel Delivery,28000.0,
10/23/2024,Payment,Engen,PAY_PINV2239,Payment for PINV2239,,28000.0
10/24/2024,Invoice,Total,PINV2389,Diesel Delivery,16650.0,
10/24/2024,Payment,Engen,PAY_PINV2389,Payment for PINV2389,,16650.0
10/24/2024,Invoice,Total,PINV2464,Diesel Delivery,8378.0,
10/24/2024,Payment,Engen,PAY_PINV2464,Payment for PINV2464,,8378.0
10/24/2024,Invoice,Total,PINV2401,Gasoline Delivery,19500.0,
10/24/2024,Payment,Engen,PAY_PINV2401,Payment for PINV2401,,19500.0
10/25/2024,Invoice,Total,PINV2216,Diesel Delivery,30250.0,
10/25/2024,Payment,Engen,PAY_PINV2216,Payment for PINV2216,,30250.0
10/25/2024,Invoice,Total,PINV2203,Gasoline Delivery,22000.0,
10/25/2024,Payment,Engen,PAY_PINV2203,Payment for PINV2203,,22000.0
10/25/2024,Invoice,Total,PINV2293,Diesel Delivery,31750.0,
10/25/2024,Payment,Engen,PAY_PINV2293,Payment for PINV2293,,31750.0
10/25/2024,Invoice,Total,PINV2412,Diesel Delivery,23600.0,
10/25/2024,Payment,Engen,PAY_PINV2412,Payment for PINV2412,,23600.0
10/25/2024,Invoice,Total,PINV2276,Diesel Delivery,35100.0,
10/25/2024,Payment,Engen,PAY_PINV2276,Payment for PINV2276,,35100.0
10/26/2024,Invoice,Total,PINV2388,Gasoline Delivery,30500.0,
10/26/2024,Payment,Engen,PAY_PINV2388,Payment for PINV2388,,30500.0
10/26/2024,Invoice,Total,PINV2037,Gasoline Delivery,18300.0,
10/26/2024,Payment,Engen,PAY_PINV2037,Payment for PINV2037,,18300.0
10/26/2024,Invoice,Total,PINV2316,Diesel Delivery,31500.0,
10/26/2024,Payment,Engen,PAY_PINV2316,Payment for PINV2316,,31500.0
10/27/2024,Invoice,Total,PINV2223,Diesel Delivery,19350.0,
10/27/2024,Payment,Engen,PAY_PINV2223,Payment for PINV2223,,19350.0
10/27/2024,Invoice,Total,PINV2041,Diesel Delivery,31000.0,
10/27/2024,Payment,Engen,PAY_PINV2041,Payment for PINV2041,,31000.0
10/27/2024,Invoice,Total,PINV2379,Diesel Delivery,37200.0,
10/27/2024,Payment,Engen,PAY_PINV2379,Payment for PINV2379,,37200.0
10/27/2024,Invoice,Total,PINV2151,Gasoline Delivery,26000.0,
10/27/2024,Payment,Engen,PAY_PINV2151,Payment for PINV2151,,26000.0
10/28/2024,Invoice,Total,PINV2278,Gasoline Delivery,30500.0,
10/28/2024,Payment,Engen,PAY_PINV2278,Payment for PINV2278,,30500.0
10/28/2024,Invoice,Total,PINV2477,Gasoline Delivery,24000.0,
10/28/2024,Payment,Engen,PAY_PINV2477,Payment for PINV2477,,24000.0
10/28/2024,Invoice,Total,PINV2186,Diesel Delivery,32700.0,
10/28/2024,Payment,Engen,PAY_PINV2186,Payment for PINV2186,,32700.0
10/28/2024,Invoice,Total,PINV2383,Diesel Delivery,29750.0,
10/28/2024,Payment,Engen,PAY_PINV2383,Payment for PINV2383,,29750.0
10/28/2024,Invoice,Total,PINV2170,Diesel Delivery,32700.0,
10/28/2024,Payment,Engen,PAY_PINV2170,Payment for PINV2170,,32700.0
10/28/2024,Invoice,Total,PINV2395,Diesel Delivery,29500.0,
10/28/2024,Payment,Engen,PAY_PINV2395,Payment for PINV2395,,29500.0
10/28/2024,Invoice,Total,PINV2539,Gasoline Delivery,17700.0,
10/28/2024,Payment,Engen,PAY_PINV2539,Payment for PINV2539,,17700.0
10/28/2024,Invoice,Total,PINV2207,Gasoline Delivery,16650.0,
10/28/2024,Payment,Engen,PAY_PINV2207,Payment for PINV2207,,16650.0
10/28/2024,Invoice,Total,PINV2028,Gasoline Delivery,18600.0,
10/28/2024,Payment,Engen,PAY_PINV2028,Payment for PINV2028,,18600.0
10/28/2024,Invoice,Total,PINV2052,Diesel Delivery,32400.0,
10/28/2024,Payment,Engen,PAY_PINV2052,Payment for PINV2052,,32400.0
10/28/2024,Invoice,Total,PINV2443,Diesel Delivery,30000.0,
10/28/2024,Payment,Engen,PAY_PINV2443,Payment for PINV2443,,30000.0
10/29/2024,Invoice,Total,PINV2442,Gasoline Delivery,27750.0,
10/29/2024,Payment,Engen,PAY_PINV2442,Payment for PINV2442,,27750.0
10/29/2024,Invoice,Total,PINV2331,Diesel Delivery,30250.0,
10/29/2024,Payment,Engen,PAY_PINV2331,Payment for PINV2331,,30250.0
10/29/2024,Invoice,Total,PINV2116,Diesel Delivery,29500.0,
10/29/2024,Payment,Engen,PAY_PINV2116,Payment for PINV2116,,29500.0
10/29/2024,Invoice,Total,PINV2402,Gasoline Delivery,33750.0,
10/29/2024,Payment,Engen,PAY_PINV2402,Payment for PINV2402,,33750.0
10/29/2024,Invoice,Total,PINV2237,Gasoline Delivery,38100.0,
10/29/2024,Payment,Engen,PAY_PINV2237,Payment for PINV2237,,38100.0
10/29/2024,Invoice,Total,PINV2107,Diesel Delivery,27250.0,
10/29/2024,Payment,Engen,PAY_PINV2107,Payment for PINV2107,,27250.0
10/29/2024,Invoice,Total,PINV2397,Gasoline Delivery,33500.0,
10/29/2024,Payment,Engen,PAY_PINV2397,Payment for PINV2397,,33500.0
10/29/2024,Invoice,Total,PINV2466,Gasoline Delivery,37200.0,
10/29/2024,Payment,Engen,PAY_PINV2466,Payment for PINV2466,,37200.0
10/29/2024,Invoice,Total,PINV2155,Gasoline Delivery,26800.0,
10/29/2024,Payment,Engen,PAY_PINV2155,Payment for PINV2155,,26800.0
10/29/2024,Invoice,Total,PINV2020,Gasoline Delivery,31250.0,
10/29/2024,Payment,Engen,PAY_PINV2020,Payment for PINV2020,,31250.0
10/29/2024,Invoice,Total,PINV2129,Gasoline Delivery,24000.0,
10/29/2024,Payment,Engen,PAY_PINV2129,Payment for PINV2129,,24000.0
10/30/2024,Invoice,Total,PINV2108,Gasoline Delivery,27000.0,
10/30/2024,Payment,Engen,PAY_PINV2108,Payment for PINV2108,,27000.0
10/30/2024,Invoice,Total,PINV2130,Gasoline Delivery,26600.0,
10/30/2024,Payment,Engen,PAY_PINV2130,Payment for PINV2130,,26600.0
10/30/2024,Invoice,Total,PINV2254,Diesel Delivery,34500.0,
10/30/2024,Payment,Engen,PAY_PINV2254,Payment for PINV2254,,34500.0
10/30/2024,Invoice,Total,PINV2120,Diesel Delivery,34200.0,
10/30/2024,Payment,Engen,PAY_PINV2120,Payment for PINV2120,,34200.0
10/30/2024,Invoice,Total,PINV2446,Gasoline Delivery,33900.0,
10/30/2024,Payment,Engen,PAY_PINV2446,Payment for PINV2446,,33900.0
10/30/2024,Invoice,Total,PINV2118,Gasoline Delivery,25400.0,
10/30/2024,Payment,Engen,PAY_PINV2118,Payment for PINV2118,,25400.0
10/31/2024,Invoice,Total,PINV2365,Gasoline Delivery,24400.0,
10/31/2024,Payment,Engen,PAY_PINV2365,Payment for PINV2365,,24400.0
10/31/2024,Invoice,Total,PINV2159,Gasoline Delivery,27500.0,
10/31/2024,Payment,Engen,PAY_PINV2159,Payment for PINV2159,,27500.0
10/31/2024,Invoice,Total,PINV2178,Diesel Delivery,36300.0,
10/31/2024,Payment,Engen,PAY_PINV2178,Payment for PINV2178,,36300.0
10/31/2024,Invoice,Total,PINV2069,Gasoline Delivery,39000.0,
10/31/2024,Payment,Engen,PAY_PINV2069,Payment for PINV2069,,39000.0
10/31/2024,Invoice,Total,PINV2151,Diesel Delivery,21400.0,
10/31/2024,Payment,Engen,PAY_PINV2151,Payment for PINV2151,,21400.0
11/1/2024,Invoice,Total,PINV2402,Diesel Delivery,22200.0,
11/1/2024,Payment,Engen,PAY_PINV2402,Payment for PINV2402,,22200.0
11/1/2024,Invoice,Total,PINV2104,Diesel Delivery,17400.0,
11/1/2024,Payment,Engen,PAY_PINV2104,Payment for PINV2104,,17400.0
11/1/2024,Invoice,Total,PINV2242,Gasoline Delivery,38700.0,
11/1/2024,Payment,Engen,PAY_PINV2242,Payment for PINV2242,,38700.0
11/1/2024,Invoice,Total,PINV2029,Diesel Delivery,21200.0,
11/1/2024,Payment,Engen,PAY_PINV2029,Payment for PINV2029,,21200.0
11/1/2024,Invoice,Total,PINV2264,Diesel Delivery,28500.0,
11/1/2024,Payment,Engen,PAY_PINV2264,Payment for PINV2264,,28500.0
11/1/2024,Invoice,Total,PINV2319,Gasoline Delivery,29500.0,
11/1/2024,Payment,Engen,PAY_PINV2319,Payment for PINV2319,,29500.0
11/1/2024,Invoice,Total,PINV2384,Gasoline Delivery,18450.0,
11/1/2024,Payment,Engen,PAY_PINV2384,Payment for PINV2384,,18450.0
11/1/2024,Invoice,Total,PINV2378,Diesel Delivery,33600.0,
11/1/2024,Payment,Engen,PAY_PINV2378,Payment for PINV2378,,33600.0
11/1/2024,Invoice,Total,PINV2348,Diesel Delivery,17700.0,
11/1/2024,Payment,Engen,PAY_PINV2348,Payment for PINV2348,,17700.0
11/1/2024,Invoice,Total,PINV2487,Gasoline Delivery,40200.0,
11/1/2024,Payment,Engen,PAY_PINV2487,Payment for PINV2487,,40200.0
11/2/2024,Invoice,Total,PINV2400,Diesel Delivery,29750.0,
11/2/2024,Payment,Engen,PAY_PINV2400,Payment for PINV2400,,29750.0
11/3/2024,Invoice,Total,PINV2188,Gasoline Delivery,31250.0,
11/3/2024,Payment,Engen,PAY_PINV2188,Payment for PINV2188,,31250.0
11/3/2024,Invoice,Total,PINV2301,Diesel Delivery,29500.0,
11/3/2024,Payment,Engen,PAY_PINV2301,Payment for PINV2301,,29500.0
11/3/2024,Invoice,Total,PINV2239,Gasoline Delivery,34800.0,
11/3/2024,Payment,Engen,PAY_PINV2239,Payment for PINV2239,,34800.0
11/3/2024,Invoice,Total,PINV2296,Gasoline Delivery,20250.0,
11/3/2024,Payment,Engen,PAY_PINV2296,Payment for PINV2296,,20250.0
11/3/2024,Invoice,Total,PINV2427,Gasoline Delivery,27000.0,
11/3/2024,Payment,Engen,PAY_PINV2427,Payment for PINV2427,,27000.0
11/3/2024,Invoice,Total,PINV2308,Gasoline Delivery,37500.0,
11/3/2024,Payment,Engen,PAY_PINV2308,Payment for PINV2308,,37500.0
11/3/2024,Invoice,Total,PINV2158,Gasoline Delivery,38700.0,
11/3/2024,Payment,Engen,PAY_PINV2158,Payment for PINV2158,,38700.0
11/3/2024,Invoice,Total,PINV2543,Gasoline Delivery,22800.0,
11/3/2024,Payment,Engen,PAY_PINV2543,Payment for PINV2543,,22800.0
11/4/2024,Invoice,Total,PINV2510,Gasoline Delivery,35400.0,
11/4/2024,Payment,Engen,PAY_PINV2510,Payment for PINV2510,,35400.0
11/4/2024,Invoice,Total,PINV2281,Gasoline Delivery,31250.0,
11/4/2024,Payment,Engen,PAY_PINV2281,Payment for PINV2281,,31250.0
11/4/2024,Invoice,Total,PINV2332,Gasoline Delivery,35100.0,
11/4/2024,Payment,Engen,PAY_PINV2332,Payment for PINV2332,,35100.0
11/4/2024,Invoice,Total,PINV2215,Gasoline Delivery,23600.0,
11/4/2024,Payment,Engen,PAY_PINV2215,Payment for PINV2215,,23600.0
11/4/2024,Invoice,Total,PINV2168,Gasoline Delivery,23600.0,
11/4/2024,Payment,Engen,PAY_PINV2168,Payment for PINV2168,,23600.0
11/4/2024,Invoice,Total,PINV2015,Diesel Delivery,17100.0,
11/4/2024,Payment,Engen,PAY_PINV2015,Payment for PINV2015,,17100.0
11/4/2024,Invoice,Total,PINV2198,Gasoline Delivery,31750.0,
11/4/2024,Payment,Engen,PAY_PINV2198,Payment for PINV2198,,31750.0
11/5/2024,Invoice,Total,PINV2117,Diesel Delivery,16650.0,
11/5/2024,Payment,Engen,PAY_PINV2117,Payment for PINV2117,,16650.0
11/5/2024,Invoice,Total,PINV2452,Diesel Delivery,25200.0,
11/5/2024,Payment,Engen,PAY_PINV2452,Payment for PINV2452,,25200.0
11/5/2024,Invoice,Total,PINV2240,Diesel Delivery,17400.0,
11/5/2024,Payment,Engen,PAY_PINV2240,Payment for PINV2240,,17400.0
11/5/2024,Invoice,Total,PINV2036,Gasoline Delivery,27500.0,
11/5/2024,Payment,Engen,PAY_PINV2036,Payment for PINV2036,,27500.0
11/5/2024,Invoice,Total,PINV2300,Diesel Delivery,19500.0,
11/5/2024,Payment,Engen,PAY_PINV2300,Payment for PINV2300,,19500.0
11/6/2024,Invoice,Total,PINV2026,Gasoline Delivery,28000.0,
11/6/2024,Payment,Engen,PAY_PINV2026,Payment for PINV2026,,28000.0
11/6/2024,Invoice,Total,PINV2218,Gasoline Delivery,33000.0,
11/6/2024,Payment,Engen,PAY_PINV2218,Payment for PINV2218,,33000.0
11/6/2024,Invoice,Total,PINV2104,Gasoline Delivery,17250.0,
11/6/2024,Payment,Engen,PAY_PINV2104,Payment for PINV2104,,17250.0
11/6/2024,Invoice,Total,PINV2213,Gasoline Delivery,33500.0,
11/6/2024,Payment,Engen,PAY_PINV2213,Payment for PINV2213,,33500.0
11/6/2024,Invoice,Total,PINV2361,Gasoline Delivery,39300.0,
11/6/2024,Payment,Engen,PAY_PINV2361,Payment for PINV2361,,39300.0
11/6/2024,Invoice,Total,PINV2091,Diesel Delivery,16350.0,
11/6/2024,Payment,Engen,PAY_PINV2091,Payment for PINV2091,,16350.0
11/6/2024,Invoice,Total,PINV2089,Gasoline Delivery,24200.0,
11/6/2024,Payment,Engen,PAY_PINV2089,Payment for PINV2089,,24200.0
11/7/2024,Invoice,Total,PINV2124,Diesel Delivery,26500.0,
11/7/2024,Payment,Engen,PAY_PINV2124,Payment for PINV2124,,26500.0
11/7/2024,Invoice,Total,PINV2352,Diesel Delivery,36600.0,
11/7/2024,Payment,Engen,PAY_PINV2352,Payment for PINV2352,,36600.0
